Date,Recorder,Site,Block,Group,Plot,Quadrant,Species,Cover,Notes
31/05/2023,Rona Learmonth,Knepp,N,0,111,3,Odontites vernus,5,
31/05/2023,Rona Learmonth,Knepp,N,0,111,3,Lathyrus nissolia,0.5,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Agrostis stolonifera,65,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Cirsium arvense,15,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Festuca rubra,35,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Trifolium repens,15,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Holcus lanatus,25,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Cynosurus cristatus,1,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Odontites vernus,1,
31/05/2023,Rona Learmonth,Knepp,N,0,111,4,Vicia sativa,0.1,
31/05/2023,Megan Sherlock,Knepp,N,0,211,1,Agrostis stolonifera,50,
31/05/2023,Megan Sherlock,Knepp,N,0,211,1,Ranunculus repens,15,
31/05/2023,Megan Sherlock,Knepp,N,0,211,1,Stellaria graminea,8,
31/05/2023,Megan Sherlock,Knepp,N,0,211,1,Plantago lanceolata,15,
31/05/2023,Megan Sherlock,Knepp,N,0,211,1,Holcus lanatus,2,
31/05/2023,Megan Sherlock,Knepp,N,0,211,1,Senecio erucifolius,10,
31/05/2023,Rona Learmonth,Knepp,N,0,211,2,Ranunculus repens,10,
31/05/2023,Rona Learmonth,Knepp,N,0,211,2,Plantago lanceolata,3,
31/05/2023,Rona Learmonth,Knepp,N,0,211,2,Stellaria graminea,6,
31/05/2023,Rona Learmonth,Knepp,N,0,211,2,Agrostis stolonifera,15,
31/05/2023,Rona Learmonth,Knepp,N,0,211,2,Festuca rubra,60,
31/05/2023,Rona Learmonth,Knepp,N,0,211,2,Holcus lanatus,15,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Plantago lanceolata,20,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Agrostis stolonifera,25,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Festuca rubra,20,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Stellaria graminea,6,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Senecio erucifolius,3,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Ranunculus repens,5,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Holcus lanatus,3,
31/05/2023,Megan Sherlock,Knepp,N,0,211,3,Leontodon hispidus,30,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,sticks,4,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Ranunculus repens,14,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Stellaria graminea,4,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Veronica chamaedrys,1,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Leontodon hispidus,5,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Plantago lanceolata,4,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Cerastium arvense,0.5,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Odontites vernus,1.5,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Festuca rubra,30,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Bare ground,3,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Agrimonia eupatoria,3,
31/05/2023,Rona Learmonth,Knepp,N,0,211,4,Agrostis stolonifera,30,
31/05/2023,Rona Learmonth,Knepp,N,0,221,1,Geranium dissectum,3,
31/05/2023,Rona Learmonth,Knepp,N,0,221,1,Stellaria graminea,4,
31/05/2023,Rona Learmonth,Knepp,N,0,221,1,Ranunculus repens,5,
31/05/2023,Rona Learmonth,Knepp,N,0,221,1,Agrostis stolonifera,30,
31/05/2023,Rona Learmonth,Knepp,N,0,221,1,Holcus lanatus,60,
31/05/2023,Rona Learmonth,Knepp,N,0,221,1,Bromus hordeaceus,0.1,
31/05/2023,Megan Sherlock,Knepp,N,0,221,2,Agrostis stolonifera,30,
31/05/2023,Megan Sherlock,Knepp,N,0,221,2,Holcus lanatus,60,
31/05/2023,Megan Sherlock,Knepp,N,0,221,2,Stellaria graminea,4,
31/05/2023,Megan Sherlock,Knepp,N,0,221,2,Geranium dissectum,1,
31/05/2023,Megan Sherlock,Knepp,N,0,221,2,Festuca rubra,25,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Bromus hordeaceus,6,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Geranium dissectum,16,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Stellaria graminea,1,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Holcus lanatus,10,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Vicia tetrasperma,2,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Agrostis stolonifera,55,
31/05/2023,Rona Learmonth,Knepp,N,0,221,3,Festuca rubra,10,
31/05/2023,Megan Sherlock,Knepp,N,0,221,4,Agrostis stolonifera,66,
31/05/2023,Megan Sherlock,Knepp,N,0,221,4,Holcus lanatus,10,
31/05/2023,Megan Sherlock,Knepp,N,0,221,4,Festuca rubra,15,
31/05/2023,Megan Sherlock,Knepp,N,0,221,4,Geranium dissectum,3,
31/05/2023,Megan Sherlock,Knepp,N,0,221,4,Stellaria graminea,4,
31/05/2023,Megan Sherlock,Knepp,N,0,221,4,Bromus hordeaceus,2,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Agrostis stolonifera,10,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Festuca rubra,30,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Cirsium arvense,5,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Vicia sativa,10,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Potentilla sterilis,15,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Poa pratensis,5,
31/05/2023,Megan Sherlock,Knepp,N,0,222,1,Rosa dumalis,15,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Rosa dumalis,10,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Quercus robur,2,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Vicia sativa,3,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Cirsium arvense,3,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Potentilla sterilis,6,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Hedera helix,5,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Holcus lanatus,20,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Festuca rubra,45,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Poa pratensis,3,
31/05/2023,Rona Learmonth,Knepp,N,0,222,2,Agrostis stolonifera,5,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Dactylis glomerata,1,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Quercus robur,10,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Rosa dumalis,5,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Potentilla sterilis,1,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Bare ground,20,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Vicia sativa,10,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Festuca rubra,45,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Agrostis stolonifera,15,
31/05/2023,Megan Sherlock,Knepp,N,0,222,3,Poa pratensis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Bare ground,45,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Veronica serpyllifolia,0.3,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Holcus lanatus,5,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Hedera helix,3,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Trifolium repens,2,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Potentilla sterilis,2,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Poa pratensis,1,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Vicia sativa,1.5,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Agrostis stolonifera,15,
31/05/2023,Rona Learmonth,Knepp,N,0,222,4,Festuca rubra,30,
31/05/2023,Rona Learmonth,Knepp,N,0,223,1,Ranunculus acris,16,
31/05/2023,Rona Learmonth,Knepp,N,0,223,1,Vicia sativa,6,
31/05/2023,Rona Learmonth,Knepp,N,0,223,1,Holcus lanatus,20,
31/05/2023,Rona Learmonth,Knepp,N,0,223,1,Poa pratensis,20,
31/05/2023,Rona Learmonth,Knepp,N,0,223,1,Festuca rubra,60,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Ranunculus acris,30,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Cirsium arvense,5,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Vicia sativa,3,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Poa pratensis,14,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Holcus lanatus,5,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Agrostis stolonifera,20,
31/05/2023,Megan Sherlock,Knepp,N,0,223,2,Festuca rubra,30,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Taraxacum officinale,4,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Vicia sativa,6,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Ranunculus acris,8,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Cirsium arvense,22,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Holcus lanatus,6,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Agrostis stolonifera,10,
31/05/2023,Rona Learmonth,Knepp,N,0,223,3,Festuca rubra,65,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Cirsium arvense,22,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Ranunculus acris,25,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Ranunculus repens,0.5,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Vicia sativa,4,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Agrostis stolonifera,25,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Festuca rubra,40,
31/05/2023,Megan Sherlock,Knepp,N,0,223,4,Poa pratensis,10,
31/05/2023,Megan Sherlock,Knepp,N,0,233,1,Leaf litter,59,
31/05/2023,Megan Sherlock,Knepp,N,0,233,1,Hyacinthoides non-scripta,40,
31/05/2023,Megan Sherlock,Knepp,N,0,233,1,Acer pseudoplatanus,1,
31/05/2023,Rona Learmonth,Knepp,N,0,233,2,Hyacinthoides non-scripta,10,
31/05/2023,Rona Learmonth,Knepp,N,0,233,2,Leaf litter,75,
31/05/2023,Rona Learmonth,Knepp,N,0,233,2,Pteridium aquilinum,75,
31/05/2023,Megan Sherlock,Knepp,N,0,233,3,Hyacinthoides non-scripta,40,
31/05/2023,Megan Sherlock,Knepp,N,0,233,3,Leaf litter,55,
31/05/2023,Megan Sherlock,Knepp,N,0,233,3,Quercus robur,2,
31/05/2023,Megan Sherlock,Knepp,N,0,233,3,Lonicera periclymenum,6,
31/05/2023,Rona Learmonth,Knepp,N,0,233,4,Hyacinthoides non-scripta,25,
31/05/2023,Rona Learmonth,Knepp,N,0,233,4,Leaf litter,75,
31/05/2023,Rona Learmonth,Knepp,N,0,233,4,Pteridium aquilinum,2,
31/05/2023,Rona Learmonth,Knepp,N,0,322,1,Holcus lanatus,40,
31/05/2023,Rona Learmonth,Knepp,N,0,322,1,Poa pratensis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,322,1,Agrostis stolonifera,35,
31/05/2023,Rona Learmonth,Knepp,N,0,322,1,Quercus robur,1,
31/05/2023,Rona Learmonth,Knepp,N,0,322,1,Festuca rubra,35,
31/05/2023,Megan Sherlock,Knepp,N,0,322,2,Poa pratensis,10,
31/05/2023,Megan Sherlock,Knepp,N,0,322,2,Agrostis stolonifera,80,
31/05/2023,Megan Sherlock,Knepp,N,0,322,2,Ranunculus repens,2,
31/05/2023,Megan Sherlock,Knepp,N,0,322,2,Festuca rubra,15,
31/05/2023,Megan Sherlock,Knepp,N,0,322,2,Cynosurus cristatus,0.5,
31/05/2023,Rona Learmonth,Knepp,N,0,322,3,Agrostis stolonifera,90,
31/05/2023,Rona Learmonth,Knepp,N,0,322,3,Poa pratensis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,322,3,Poa trivialis,3,
31/05/2023,Rona Learmonth,Knepp,N,0,322,3,Festuca rubra,8,
31/05/2023,Rona Learmonth,Knepp,N,0,322,3,Holcus lanatus,2,
31/05/2023,Megan Sherlock,Knepp,N,0,322,4,Agrostis stolonifera,75,
31/05/2023,Megan Sherlock,Knepp,N,0,322,4,Poa pratensis,5,
31/05/2023,Megan Sherlock,Knepp,N,0,322,4,Poa trivialis,5,
31/05/2023,Megan Sherlock,Knepp,N,0,322,4,Holcus lanatus,8,
31/05/2023,Megan Sherlock,Knepp,N,0,322,4,Cynosurus cristatus,4,
31/05/2023,Megan Sherlock,Knepp,N,0,322,4,Festuca rubra,5,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Cirsium arvense,25,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Trifolium repens,15,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Poa pratensis,10,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Cynosurus cristatus,7,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Holcus lanatus,8,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Agrostis stolonifera,20,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Festuca rubra,15,
31/05/2023,Megan Sherlock,Knepp,N,0,323,1,Stellaria graminea,1,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Cirsium arvense,10,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Trifolium repens,30,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Agrostis stolonifera,40,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Poa pratensis,10,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Holcus lanatus,3,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Poa trivialis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,323,2,Festuca rubra,10,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Cirsium arvense,40,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Trifolium repens,25,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Ranunculus repens,8,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Poa pratensis,5,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Agrostis stolonifera,30,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Festuca rubra,7,
31/05/2023,Megan Sherlock,Knepp,N,0,323,3,Cynosurus cristatus,1,
31/05/2023,Rona Learmonth,Knepp,N,0,323,4,Cirsium arvense,6,
31/05/2023,Rona Learmonth,Knepp,N,0,323,4,Trifolium repens,40,
31/05/2023,Rona Learmonth,Knepp,N,0,323,4,Agrostis stolonifera,35,
31/05/2023,Rona Learmonth,Knepp,N,0,323,4,Festuca rubra,20,
31/05/2023,Rona Learmonth,Knepp,N,0,323,4,Poa pratensis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,323,4,Ranunculus repens,1,
31/05/2023,Rona Learmonth,Knepp,N,0,321,1,Ranunculus acris,54,
31/05/2023,Rona Learmonth,Knepp,N,0,321,1,Trifolium repens,20,
31/05/2023,Rona Learmonth,Knepp,N,0,321,1,Holcus lanatus,3,
31/05/2023,Rona Learmonth,Knepp,N,0,321,1,Festuca rubra,15,
31/05/2023,Rona Learmonth,Knepp,N,0,321,1,Agrostis stolonifera,8,
31/05/2023,Rona Learmonth,Knepp,N,0,321,1,Cynosurus cristatus,1,
31/05/2023,Megan Sherlock,Knepp,N,0,321,2,Ranunculus acris,50,
31/05/2023,Megan Sherlock,Knepp,N,0,321,2,Cynosurus cristatus,1,
31/05/2023,Megan Sherlock,Knepp,N,0,321,2,Festuca rubra,15,
31/05/2023,Megan Sherlock,Knepp,N,0,321,2,Agrostis stolonifera,15,
31/05/2023,Megan Sherlock,Knepp,N,0,321,2,Bare ground,10,
31/05/2023,Megan Sherlock,Knepp,N,0,321,2,Trifolium repens,9,
31/05/2023,Rona Learmonth,Knepp,N,0,321,3,Trifolium repens,40,
31/05/2023,Rona Learmonth,Knepp,N,0,321,3,Ranunculus acris,30,
31/05/2023,Rona Learmonth,Knepp,N,0,321,3,Cynosurus cristatus,1,
31/05/2023,Rona Learmonth,Knepp,N,0,321,3,Poa pratensis,6,
31/05/2023,Rona Learmonth,Knepp,N,0,321,3,Festuca rubra,25,
31/05/2023,Rona Learmonth,Knepp,N,0,321,3,Fumaria officinalis,0.5,
31/05/2023,Megan Sherlock,Knepp,N,0,321,4,Ranunculus acris,75,
31/05/2023,Megan Sherlock,Knepp,N,0,321,4,Poa pratensis,8,
31/05/2023,Megan Sherlock,Knepp,N,0,321,4,Trifolium repens,10,
31/05/2023,Megan Sherlock,Knepp,N,0,321,4,Holcus lanatus,3,
31/05/2023,Megan Sherlock,Knepp,N,0,321,4,Festuca rubra,4,
31/05/2023,Megan Sherlock,Knepp,N,0,321,4,Agrostis stolonifera,2,
31/05/2023,Megan Sherlock,Knepp,N,0,311,1,Ranunculus acris,5,
31/05/2023,Megan Sherlock,Knepp,N,0,311,1,Holcus lanatus,10,
31/05/2023,Megan Sherlock,Knepp,N,0,311,1,Agrostis stolonifera,20,
31/05/2023,Megan Sherlock,Knepp,N,0,311,1,Festuca rubra,60,
31/05/2023,Megan Sherlock,Knepp,N,0,311,1,Trifolium repens,6,
31/05/2023,Rona Learmonth,Knepp,N,0,311,2,Ranunculus acris,10,
31/05/2023,Rona Learmonth,Knepp,N,0,311,2,Trifolium repens,12,
31/05/2023,Rona Learmonth,Knepp,N,0,311,2,Agrostis stolonifera,80,
31/05/2023,Rona Learmonth,Knepp,N,0,311,2,Holcus lanatus,8,
31/05/2023,Rona Learmonth,Knepp,N,0,311,2,Poa trivialis,3,
31/05/2023,Megan Sherlock,Knepp,N,0,311,3,Holcus lanatus,20,
31/05/2023,Megan Sherlock,Knepp,N,0,311,3,Agrostis stolonifera,40,
31/05/2023,Megan Sherlock,Knepp,N,0,311,3,Festuca rubra,15,
31/05/2023,Megan Sherlock,Knepp,N,0,311,3,Trifolium repens,10,
31/05/2023,Megan Sherlock,Knepp,N,0,311,3,Ranunculus acris,1,
31/05/2023,Rona Learmonth,Knepp,N,0,311,4,Ranunculus acris,8,
31/05/2023,Rona Learmonth,Knepp,N,0,311,4,Holcus lanatus,6,
31/05/2023,Rona Learmonth,Knepp,N,0,311,4,Trifolium repens,25,
31/05/2023,Rona Learmonth,Knepp,N,0,311,4,Agrostis stolonifera,50,
31/05/2023,Rona Learmonth,Knepp,N,0,311,4,Festuca rubra,25,
31/05/2023,Rona Learmonth,Knepp,N,0,311,4,Poa trivialis,4,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Ranunculus acris,10,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Festuca rubra,70,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Plantago major,12,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Lathyrus pratensis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Poa trivialis,5,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Chamaenerion angustifolium,10,
31/05/2023,Rona Learmonth,Knepp,N,0,133,1,Epilobium parviflorum,5,
31/05/2023,Megan Sherlock,Knepp,N,0,133,2,Chamaenerion angustifolium,12,
31/05/2023,Megan Sherlock,Knepp,N,0,133,2,Ranunculus acris,20,
31/05/2023,Megan Sherlock,Knepp,N,0,133,2,Plantago major,20,
31/05/2023,Megan Sherlock,Knepp,N,0,133,2,Poa trivialis,30,
31/05/2023,Megan Sherlock,Knepp,N,0,133,2,Bare ground,20,
31/05/2023,Megan Sherlock,Knepp,N,0,133,2,Epilobium parviflorum,5,
31/05/2023,Rona Learmonth,Knepp,N,0,133,3,Plantago major,8,
31/05/2023,Rona Learmonth,Knepp,N,0,133,3,Ranunculus acris,40,
31/05/2023,Rona Learmonth,Knepp,N,0,133,3,Chamaenerion angustifolium,4,
31/05/2023,Rona Learmonth,Knepp,N,0,133,3,Epilobium parviflorum,3,
31/05/2023,Rona Learmonth,Knepp,N,0,133,3,Poa trivialis,35,
31/05/2023,Rona Learmonth,Knepp,N,0,133,3,Festuca rubra,10,
31/05/2023,Megan Sherlock,Knepp,N,0,133,4,Plantago major,4,
31/05/2023,Megan Sherlock,Knepp,N,0,133,4,Ranunculus acris,30,
31/05/2023,Megan Sherlock,Knepp,N,0,133,4,Poa trivialis,50,
31/05/2023,Megan Sherlock,Knepp,N,0,133,4,Epilobium parviflorum,1,
31/05/2023,Megan Sherlock,Knepp,N,0,133,4,Chamaenerion angustifolium,5,
31/05/2023,Megan Sherlock,Knepp,N,0,133,4,Festuca rubra,15,
31/05/2023,Megan Sherlock,Knepp,N,0,123,1,Leaf litter,85,
31/05/2023,Megan Sherlock,Knepp,N,0,123,1,Rubus fruticosus,5,
31/05/2023,Megan Sherlock,Knepp,N,0,123,1,Hyacinthoides non-scripta,10,
31/05/2023,Rona Learmonth,Knepp,N,0,123,2,Rubus fruticosus,15,
31/05/2023,Rona Learmonth,Knepp,N,0,123,2,Fraxinus excelsior,4,
31/05/2023,Rona Learmonth,Knepp,N,0,123,2,Leaf litter,77,
31/05/2023,Rona Learmonth,Knepp,N,0,123,2,Atropa belladonna,25,
31/05/2023,Megan Sherlock,Knepp,N,0,123,3,Rubus fruticosus,15,
31/05/2023,Megan Sherlock,Knepp,N,0,123,3,Fraxinus excelsior,5,
31/05/2023,Megan Sherlock,Knepp,N,0,123,3,Hyacinthoides non-scripta,5,
31/05/2023,Megan Sherlock,Knepp,N,0,123,3,Leaf litter,50,
31/05/2023,Megan Sherlock,Knepp,N,0,123,3,Atropa belladonna,25,
31/05/2023,Rona Learmonth,Knepp,N,0,123,4,Rubus fruticosus,10,
31/05/2023,Rona Learmonth,Knepp,N,0,123,4,Atropa belladonna,7,
31/05/2023,Rona Learmonth,Knepp,N,0,123,4,Leaf litter,83,
31/05/2023,Rona Learmonth,Knepp,N,0,122,1,Rubus fruticosus,70,
31/05/2023,Rona Learmonth,Knepp,N,0,122,1,Hedera helix,5,
31/05/2023,Rona Learmonth,Knepp,N,0,122,1,Leaf litter,25,
31/05/2023,Megan Sherlock,Knepp,N,0,122,2,Rubus fruticosus,40,
31/05/2023,Megan Sherlock,Knepp,N,0,122,2,Atropa belladonna,15,
31/05/2023,Megan Sherlock,Knepp,N,0,122,2,Hedera helix,10,
31/05/2023,Megan Sherlock,Knepp,N,0,122,2,Leaf litter,35,
31/05/2023,Rona Learmonth,Knepp,N,0,122,3,Rubus fruticosus,40,
31/05/2023,Rona Learmonth,Knepp,N,0,122,3,Geum urbanum,10,
31/05/2023,Rona Learmonth,Knepp,N,0,122,3,Atropa belladonna,2,
31/05/2023,Rona Learmonth,Knepp,N,0,122,3,Leaf litter,48,
31/05/2023,Megan Sherlock,Knepp,N,0,122,4,Rubus fruticosus,65,
31/05/2023,Megan Sherlock,Knepp,N,0,122,4,Geum urbanum,5,
31/05/2023,Megan Sherlock,Knepp,N,0,122,4,Leaf litter,30,
31/05/2023,Megan Sherlock,Knepp,N,0,121,1,Holcus lanatus,1,
31/05/2023,Megan Sherlock,Knepp,N,0,121,1,Bromus hordeaceus,8,
31/05/2023,Megan Sherlock,Knepp,N,0,121,1,Poa trivialis,25,
31/05/2023,Megan Sherlock,Knepp,N,0,121,1,Cynosurus cristatus,10,
31/05/2023,Megan Sherlock,Knepp,N,0,121,1,Vicia tetrasperma,1,
31/05/2023,Megan Sherlock,Knepp,N,0,121,1,Pulicaria dysenterica,15,
